a1_price,a1_size,a2_price,a2_size,b1_price,b1_size,b2_price,b2_size,stale_seconds
100.3034,0.8691,100.4037,1.5274,100.2221,1.0135,100.1219,1.5816,0.3886
100.3514,0.5695,100.4518,1.5758,100.3173,0.6009,100.217,1.7006,0.8433
100.3331,0.4527,100.4334,1.2894,100.4948,1.1755,100.3943,1.0722,0.0601
100.3561,1.2748,100.4565,1.5569,100.3149,1.0463,100.2146,1.2243,1.2769
100.3566,0.9197,100.457,1.638,100.3334,0.8771,100.2331,1.0427,0.2419
100.343,0.6353,100.4433,0.807,100.2655,0.7311,100.1653,1.6987,0.1899
100.3937,1.4549,100.4941,1.4029,100.4931,1.4087,100.3926,1.6481,0.6077
100.3526,1.1947,100.453,0.9021,100.5504,0.642,100.4498,0.8106,0.0754
100.5224,1.2653,100.6229,1.2067,100.5479,1.3013,100.4474,0.9568,0.851
100.4395,0.5907,100.5399,1.2091,100.4204,0.8493,100.32,1.2184,0.2866
100.321,0.7863,100.4214,1.8047,100.3159,0.4735,100.2156,1.9308,0.4742
100.4299,1.4849,100.5304,0.9063,100.1152,0.7204,100.0151,1.2469,0.568
100.4796,1.1088,100.5801,1.709,100.5386,0.5298,100.4381,1.7999,0.8841
100.5305,1.1762,100.631,1.4928,100.5171,1.3787,100.4166,1.6404,0.2877
100.5676,0.9434,100.6681,0.8663,100.5984,1.4501,100.4978,0.9543,0.0
100.584,1.1672,100.6846,1.4075,100.4757,0.4282,100.3752,1.9097,0.4284
100.494,0.6518,100.5945,0.9459,100.4224,0.7997,100.322,1.1065,0.8126
100.5066,0.9574,100.6071,1.9597,100.4532,1.0324,100.3527,1.8679,0.2766
100.476,1.3401,100.5764,1.3656,100.559,1.3555,100.4584,1.1499,1.1519
100.5248,0.5417,100.6253,1.8264,100.454,1.0462,100.3535,1.8669,0.0
100.5069,1.0884,100.6074,1.7523,100.7655,0.7086,100.6648,1.4682,0.4064
100.4408,1.1796,100.5412,0.9613,100.5044,1.2955,100.4039,1.5273,0.3493
100.4543,0.519,100.5548,1.4078,100.2391,0.4944,100.1389,1.9634,0.542
100.4678,0.4426,100.5683,1.7042,100.4342,0.9776,100.3337,1.2423,0.4609
100.4183,1.0437,100.5188,1.1371,100.3109,1.4012,100.2106,1.1649,0.1836
100.3706,0.8947,100.471,1.4525,100.0897,0.5103,99.9896,1.9186,0.1551
100.3912,0.826,100.4916,1.5202,100.5345,0.965,100.434,1.6335,0.3267
100.3882,0.461,100.4886,1.1414,100.4634,1.3012,100.3629,0.8959,0.2473
100.3639,1.0734,100.4643,0.9835,100.4142,0.4728,100.3137,1.0591,0.7668
100.3297,0.5406,100.43,1.1749,100.3074,0.9658,100.2071,1.5065,0.6146
100.343,1.0696,100.4434,1.2941,100.1569,0.9212,100.0567,1.2974,0.7982
100.2045,1.3264,100.3047,1.076,100.1423,0.4063,100.0421,1.5816,0.4766
100.1245,1.345,100.2247,0.8921,100.2025,0.517,100.1023,1.3942,0.3416
100.0519,1.0701,100.1519,1.1299,99.9149,1.1885,99.815,1.5139,0.1235
100.0233,1.3179,100.1233,1.3043,99.7133,1.0348,99.6136,1.8475,0.6425
100.0546,1.35,100.1546,1.2458,100.0241,0.6298,99.9241,1.7302,0.0
100.1552,1.3949,100.2553,1.0377,100.1155,0.4284,100.0153,0.8243,0.299
100.2278,1.0845,100.3281,1.594,100.2581,0.7421,100.1578,1.184,0.8461
100.2437,0.4639,100.344,1.9149,100.2949,0.6448,100.1946,1.9996,0.0025
100.2078,0.5887,100.308,1.7259,100.2987,0.6458,100.1984,0.897,0.966
100.1463,1.0128,100.2464,1.8235,100.1648,0.7466,100.0646,1.4284,0.1304
100.1496,0.9339,100.2497,1.2247,100.2479,1.3806,100.1476,0.9991,0.4864
100.1054,1.1232,100.2055,1.0335,99.9334,0.8298,99.8335,1.9359,0.0062
100.1726,0.6713,100.2728,1.602,100.1659,1.2142,100.0657,1.3378,0.4239
100.0728,0.9037,100.1729,1.4832,100.1485,1.1619,100.0484,1.5106,0.4442
100.1179,1.3666,100.218,1.2283,99.9421,0.7299,99.8421,1.0566,0.5347
100.2405,1.1266,100.3407,1.5376,100.0418,1.3341,99.9418,1.3763,0.6795
100.2285,1.3575,100.3287,1.2313,100.1088,1.4194,100.0087,1.6384,0.5482
100.2503,0.9863,100.3505,0.9655,100.1659,1.0504,100.0657,1.1777,0.0
100.3383,0.4576,100.4386,1.9384,100.3918,1.1056,100.2914,1.8523,0.0076
100.3168,0.964,100.4172,1.6109,100.2108,1.4563,100.1106,1.1044,0.883
100.3014,1.3625,100.4017,1.9089,100.201,1.1375,100.1008,1.9175,0.5856
100.3221,1.1731,100.4224,0.8504,100.1976,1.3976,100.0974,1.3814,0.3582
100.3335,0.9064,100.4338,1.4798,100.4396,0.5643,100.3391,1.363,0.9572
100.2764,1.2786,100.3767,1.9342,100.2431,1.0694,100.1428,1.1056,0.1943
100.2592,1.4166,100.3595,1.7304,100.2045,1.0319,100.1043,1.6348,0.4717
100.2937,0.8052,100.394,1.6556,100.2716,0.4443,100.1713,1.2637,0.5432
100.4108,0.847,100.5112,1.0002,100.5283,0.4254,100.4278,0.9601,0.7877
100.5049,1.487,100.6055,1.2156,100.3698,1.0593,100.2694,1.9246,0.5983
100.6819,0.5837,100.7826,1.6612,100.7961,1.2305,100.6953,0.9068,0.4971
100.5919,0.4367,100.6925,0.9093,100.5894,0.454,100.4888,1.2017,0.5121
100.6702,0.9602,100.7709,1.4388,100.652,0.6944,100.5514,1.8939,0.2421
100.7088,0.7302,100.8095,1.4373,100.9767,0.849,100.8758,1.1286,0.3542
100.8797,0.5445,100.9806,1.783,100.7158,1.4958,100.6151,1.1955,0.9173
100.823,1.1903,100.9239,1.2704,100.7461,1.3954,100.6453,1.472,0.0
100.7455,0.8954,100.8462,1.576,100.5502,1.4481,100.4496,1.7535,0.3652
100.6813,0.9176,100.782,1.1774,100.7565,1.1702,100.6558,1.7915,0.3047
100.5203,1.2045,100.6208,1.9872,100.6973,0.6998,100.5966,1.85,0.1704
100.4814,1.2075,100.5818,0.9249,100.6566,1.2683,100.556,1.4388,0.8442
100.3944,0.7215,100.4948,1.5869,100.5145,1.1058,100.414,1.0514,0.3775
100.4274,1.0265,100.5278,1.8519,100.3792,1.421,100.2788,1.4346,0.2407
100.4622,1.2292,100.5626,1.3272,100.3844,1.2207,100.284,1.0458,0.9018
100.5879,0.42,100.6885,1.667,100.384,1.3191,100.2836,1.279,0.0
100.6915,0.8927,100.7922,1.8215,100.8798,1.2532,100.7789,1.1458,0.8142
100.6365,1.0195,100.7371,0.9947,100.6609,0.7409,100.5602,1.88,0.0
100.5812,1.157,100.6818,1.9832,100.465,1.2437,100.3646,1.9304,0.6378
100.5796,0.4222,100.6802,1.6049,100.7206,0.9162,100.6198,1.2161,0.1515
100.484,1.3486,100.5845,1.8251,100.36,0.4245,100.2596,1.5314,0.0
100.6457,1.3152,100.7463,1.1718,100.6679,1.4374,100.5672,1.0156,0.0
100.7263,1.129,100.827,1.6065,100.6741,0.6774,100.5734,1.1897,0.5738
100.7076,0.762,100.8083,1.4407,100.7557,0.4678,100.655,1.0505,0.6223
100.5725,0.9344,100.6731,0.9032,100.515,1.3277,100.4145,1.6616,0.4505
100.6513,1.4344,100.752,1.4654,100.4502,1.0602,100.3498,1.9724,0.5158
100.6607,1.1063,100.7613,0.8369,100.6386,1.1962,100.5379,1.8866,0.5333
100.7595,1.1384,100.8602,1.9882,100.849,0.4997,100.7482,1.6007,0.87
100.6256,0.7117,100.7262,1.5681,100.5893,1.0684,100.4887,0.9841,0.5807
100.603,0.5411,100.7036,1.1182,100.636,1.3188,100.5354,1.1925,0.0
100.5987,0.9369,100.6993,1.9294,100.4382,0.6499,100.3378,1.2676,0.8971
100.5966,1.3918,100.6972,1.8986,100.5798,1.2543,100.4792,1.074,0.6072
100.5614,0.4273,100.6619,1.2605,100.4562,0.5557,100.3557,1.6525,0.2797
100.5998,1.3203,100.7004,1.0985,100.6584,0.8754,100.5577,1.6015,0.4425
100.5351,0.8724,100.6356,1.3295,100.4972,0.4722,100.3967,1.2817,0.4728
100.5135,0.8548,100.614,1.3083,100.5514,1.1729,100.4508,1.9313,0.4464
100.5247,0.6938,100.6252,1.3282,100.6263,1.2756,100.5257,1.5316,0.4973
100.5718,0.6054,100.6724,1.4123,100.6075,0.982,100.5069,1.8514,0.1034
100.6023,0.9087,100.7029,1.1353,100.6343,0.6541,100.5337,1.8491,0.3034
100.5363,0.6059,100.6368,1.728,100.3665,0.9218,100.2661,1.2214,0.0
100.386,0.7972,100.4864,1.8227,100.3724,1.0092,100.272,1.6614,0.5186
100.495,0.4274,100.5955,1.2522,100.4263,1.3854,100.3259,1.1296,0.3551
100.5212,0.7004,100.6217,1.1631,100.4716,1.0735,100.3712,1.326,0.5856
100.4902,1.1416,100.5907,1.0454,100.3875,1.426,100.2872,1.1174,0.5066
100.6088,0.5649,100.7094,0.908,100.451,1.0197,100.3505,0.9365,0.2517
100.6111,0.7098,100.7117,1.5251,100.3549,1.2984,100.2546,1.7136,0.132
100.7066,0.6887,100.8073,1.0944,100.5702,1.4624,100.4696,0.8099,0.3219
100.7046,1.442,100.8053,1.2108,100.6903,0.8844,100.5896,1.6485,0.4987
100.8868,1.0464,100.9876,1.1815,100.6593,1.0092,100.5586,1.6768,0.0193
101.0069,1.1308,101.1079,1.0569,100.9872,0.8761,100.8862,1.0372,0.3566
100.9818,1.0033,101.0827,0.9393,101.1913,0.4254,101.0901,0.8614,0.2718
101.0497,0.519,101.1508,1.4107,101.1447,0.9114,101.0436,1.9419,0.4619
101.1294,1.4393,101.2305,1.7355,101.2876,1.0623,101.1863,1.346,0.5668
101.2365,1.0632,101.3378,1.4949,101.2386,0.6551,101.1374,0.856,0.3464
101.1436,1.4397,101.2447,1.1765,101.275,0.8868,101.1738,0.9376,0.3303
101.1823,1.3752,101.2835,1.6757,101.0942,0.5811,100.9931,1.479,0.4647
101.3036,0.7439,101.4049,1.0139,101.203,1.3451,101.1018,1.2842,0.0
101.1257,0.8214,101.2268,1.8459,100.8072,0.7994,100.7064,1.9419,0.2749
101.0622,1.4409,101.1632,0.9739,101.1928,0.595,101.0916,1.8352,0.6335
100.911,1.2792,101.0119,0.9601,101.0704,0.5216,100.9694,1.9065,0.0
100.8655,1.2263,100.9664,1.5077,100.7554,1.2461,100.6547,1.3146,0.1693
100.9138,0.6685,101.0147,1.6748,100.8818,0.8616,100.7809,1.9777,0.865
101.0551,0.7844,101.1562,1.9061,100.9231,1.4263,100.8222,1.0902,0.2925
101.0661,1.4093,101.1672,1.3401,101.0575,1.2187,100.9564,1.3604,0.8792
101.1842,0.6506,101.2854,1.0392,101.2898,0.868,101.1885,1.7066,0.9604
101.0927,0.7106,101.1938,1.3777,100.8532,0.4488,100.7523,1.781,0.7121
100.9153,1.4889,101.0162,1.2883,100.9493,0.4121,100.8483,1.0038,0.8085
100.9312,1.2667,101.0321,1.1047,100.8683,1.24,100.7674,1.6256,0.956
100.9715,0.7551,101.0725,1.4546,100.9399,0.562,100.839,1.3431,0.3291
100.9754,1.3235,101.0764,1.5083,100.977,0.6111,100.8761,1.4973,0.743
100.7793,0.9566,100.88,1.2784,100.7247,0.5316,100.624,1.3001,0.0
100.8001,1.4181,100.9009,1.2508,100.7458,1.2336,100.6451,1.4363,0.1428
100.6846,1.1745,100.7853,1.1121,100.6387,1.4361,100.538,1.4361,0.2472
100.7311,0.5102,100.8319,1.6085,100.8205,0.4085,100.7197,1.3704,0.7751
100.7485,0.6121,100.8493,1.5529,100.8098,1.4774,100.709,1.3573,0.4116
100.7064,0.9454,100.8071,1.9165,100.6735,1.379,100.5728,1.743,0.8714
100.6334,0.7259,100.734,1.454,100.4884,0.6463,100.3879,1.3327,0.8474
100.5555,1.3856,100.6561,1.2975,100.5014,0.4195,100.4009,1.8341,0.3787
100.5496,0.5917,100.6502,1.5463,100.6277,0.4275,100.5271,1.2794,0.0
100.6522,1.3956,100.7528,1.8432,100.6106,0.6615,100.51,0.8974,0.1584
100.5644,1.0899,100.665,1.2036,100.6155,1.1393,100.5149,0.8385,0.5402
100.6103,0.6336,100.7109,1.8291,100.7851,0.4644,100.6843,1.0586,0.1242
100.5433,1.4984,100.6438,1.3197,100.6382,1.1733,100.5376,1.0192,0.9221
100.4967,0.7459,100.5972,1.7947,100.4845,1.0638,100.384,1.2669,0.6537
100.4858,1.0134,100.5862,1.4921,100.3796,0.5821,100.2792,1.2833,0.027
100.4147,1.2372,100.5151,1.379,100.0868,1.4343,99.9867,1.1524,0.0
100.3737,0.8573,100.4741,1.7443,100.2978,1.0006,100.1975,1.4564,0.3541
100.2376,0.6978,100.3379,1.9992,100.1798,0.7392,100.0796,1.8614,0.1979
100.4246,1.1439,100.525,1.2091,100.4529,0.9979,100.3525,1.8086,0.0
100.3994,0.4462,100.4998,1.5179,100.3793,1.3403,100.2789,1.2579,0.0
100.3658,1.214,100.4662,1.5532,100.3152,0.8132,100.2149,0.9693,0.6656
100.3712,1.1544,100.4715,0.8215,100.1329,0.6379,100.0328,0.8834,0.5568
100.363,1.0274,100.4634,1.7078,100.2324,0.5216,100.1321,1.806,1.0468
100.3474,1.4685,100.4478,0.9004,100.3802,1.3913,100.2798,0.9513,0.589
100.4087,0.8323,100.5091,1.8217,100.5978,1.3969,100.4972,1.4076,0.9645
100.4563,1.316,100.5568,0.9458,100.4401,1.2911,100.3396,1.3775,0.6552
100.4318,0.8957,100.5323,1.3087,100.4563,0.9601,100.3559,1.9341,0.6119
100.371,0.5983,100.4714,1.669,100.4726,1.2935,100.3721,1.615,0.4225
100.3339,1.0676,100.4342,1.4778,100.2283,1.347,100.1281,1.786,0.0
100.1819,1.3567,100.2821,1.3184,100.172,1.2892,100.0719,1.1161,0.214
100.0383,0.4043,100.1383,1.3946,99.9265,0.5103,99.8266,1.7053,0.2498
100.1542,0.4957,100.2544,1.144,100.239,1.2596,100.1387,0.9819,0.0
100.2972,1.1119,100.3975,1.9009,100.2616,1.1478,100.1614,1.7732,0.2967
100.2614,1.384,100.3617,1.6581,100.2699,1.1035,100.1696,1.5965,0.238
100.2951,0.8556,100.3954,0.8535,100.1768,1.2629,100.0766,1.6145,0.7286
100.3343,0.7698,100.4346,1.1532,100.3986,1.3601,100.2982,1.7564,0.3776
100.6063,0.9665,100.7069,0.9569,100.8223,0.6366,100.7215,1.5875,0.7867
100.6822,1.445,100.7829,1.7668,100.55,0.8153,100.4495,1.7464,0.2679
100.6733,0.7866,100.774,1.0005,100.5897,0.4367,100.4891,1.2629,0.3244
100.5951,0.6272,100.6957,1.9638,100.609,0.4275,100.5084,1.7429,0.5169
100.4471,0.7535,100.5476,0.845,100.5389,1.4096,100.4384,0.9676,0.0
100.4733,0.4717,100.5737,0.8599,100.3833,0.5271,100.2829,0.8856,0.5371
100.4277,1.2366,100.5281,1.3827,100.0486,0.7772,99.9485,1.302,0.6163
100.2847,0.7516,100.385,1.2573,100.4362,1.0751,100.3358,1.5484,0.5213
100.2409,0.9299,100.3412,1.2808,100.3322,1.4848,100.2319,1.7853,0.9825
100.1543,0.6965,100.2545,0.9202,99.9356,0.7877,99.8357,1.2836,0.2334
100.2963,0.4182,100.3966,1.7778,100.1962,0.7951,100.096,1.4965,0.4865
100.3915,1.4453,100.4919,1.9985,100.5119,0.809,100.4114,1.1586,0.7103
100.3498,1.3442,100.4501,1.9983,100.5077,1.0926,100.4072,1.7542,0.184
100.4885,1.0317,100.589,1.7997,100.5563,1.1569,100.4557,0.8254,0.8208
100.4794,0.7704,100.5799,0.9734,100.4359,0.6563,100.3355,1.8866,0.7286
100.4461,0.9875,100.5466,1.0619,100.4058,0.5807,100.3054,1.0842,0.0
100.5294,0.9528,100.6299,1.1254,100.5199,1.4424,100.4194,1.3566,0.4241
100.5856,0.7617,100.6861,1.5842,100.6928,0.7076,100.5921,1.4849,0.3536
100.5176,1.2494,100.6181,1.9136,100.3713,0.6872,100.2709,1.2018,0.6737
100.5009,1.3915,100.6014,0.9079,100.3654,0.5451,100.265,1.3946,0.3771
100.4182,0.5173,100.5186,1.2147,100.5183,0.5632,100.4178,1.5632,0.8654
100.3041,1.3419,100.4044,0.941,100.2794,1.1585,100.1791,1.2906,0.0
100.3805,0.6268,100.4809,1.2833,100.533,0.4836,100.4324,1.6345,0.1074
100.5273,0.5332,100.6278,1.8376,100.4314,0.9428,100.331,1.4866,0.0164
100.4127,1.0264,100.5131,1.2926,100.408,0.6118,100.3076,1.6942,0.0734
100.4703,0.7375,100.5707,1.3703,100.3216,0.8943,100.2213,1.6503,0.6357
100.4086,1.0858,100.509,1.5733,100.409,1.1855,100.3086,1.1511,0.172
100.3704,0.7382,100.4708,1.9819,100.1962,1.2955,100.0961,0.9976,0.0
100.3397,0.4062,100.44,0.8513,100.252,0.6685,100.1517,0.9371,0.8002
100.2846,1.2104,100.3849,1.0587,100.059,0.8392,99.959,1.4095,0.4373
100.272,1.2912,100.3723,1.8069,100.3284,1.4007,100.2281,1.4111,0.1647
100.1819,1.0218,100.282,1.0984,100.2719,0.8749,100.1717,1.5609,0.5178
100.2034,0.6827,100.3036,0.8626,99.9873,0.4113,99.8873,0.8266,0.1341
100.2388,1.4855,100.3391,1.1672,100.3605,0.5402,100.2601,1.4547,0.1515
100.1903,1.3438,100.2905,1.6137,100.4546,0.7257,100.3542,1.4739,0.7483
100.1084,1.1332,100.2085,1.845,100.0883,1.3571,99.9882,1.4947,0.7281
100.0851,0.8728,100.1852,1.5699,99.9786,1.3,99.8786,0.8068,0.7773
100.1466,0.6475,100.2468,1.3722,100.4627,0.5458,100.3623,1.2741,0.3698
100.1878,0.5948,100.288,1.2364,99.9872,0.8108,99.8872,1.9918,0.2429
100.0925,0.6646,100.1926,1.4187,100.1012,1.0267,100.0011,1.0659,0.2579
100.0891,1.2323,100.1892,1.1715,100.1086,1.4143,100.0085,1.5881,0.8937
100.1919,1.2997,100.2921,1.1486,100.3148,0.7737,100.2145,1.9231,0.2916
100.0262,0.5812,100.1263,0.8506,100.0367,0.8995,99.9367,1.7615,0.4115
100.0888,0.9865,100.1889,0.9201,100.018,1.0476,99.918,1.7341,0.4074
100.0372,0.5027,100.1372,1.0072,99.8864,0.4135,99.7865,1.5124,0.5158
100.0785,1.4802,100.1786,0.8756,99.9967,1.3933,99.8967,1.7769,0.6624
100.0041,0.7457,100.1041,1.9682,99.8673,0.7167,99.7675,1.8672,0.5137
99.8578,1.0198,99.9577,0.944,99.8675,0.9852,99.7676,1.2282,0.568
99.7423,1.2714,99.842,1.7098,99.6239,1.4017,99.5243,0.8178,0.2617
99.7582,0.4894,99.858,0.825,99.5367,1.0916,99.4371,1.5556,0.5082
99.7826,1.4856,99.8824,1.2777,99.883,0.7651,99.7831,1.5493,0.2869
99.6725,1.0984,99.7721,1.8276,99.6173,0.9397,99.5177,1.06,0.8674
99.7257,0.5867,99.8255,0.8002,99.5648,1.1901,99.4653,0.9333,0.1167
99.6284,1.0164,99.728,1.2775,99.5663,1.1421,99.4668,0.8668,0.041
99.6137,0.5363,99.7133,1.3991,99.6054,0.7707,99.5058,1.155,0.1469
99.5234,0.4716,99.6229,1.9698,99.2893,1.1493,99.19,1.3009,0.5283
99.4407,1.1719,99.5401,1.7076,99.4536,1.258,99.3542,1.3735,0.3237
99.4618,1.4192,99.5612,1.524,99.3189,0.6235,99.2196,1.9035,0.3891
99.398,1.4064,99.4974,1.987,99.583,1.3615,99.4835,1.9973,0.6229
99.3663,1.3053,99.4657,1.0771,99.3959,0.5083,99.2965,1.9753,0.2337
99.4346,0.7256,99.534,1.8451,99.3537,0.4045,99.2543,0.8252,0.0
99.3708,1.1588,99.4701,1.4787,99.2979,0.4852,99.1986,0.9952,0.3274
99.4632,0.8269,99.5626,1.0227,99.4184,1.2714,99.319,1.2993,0.3878
99.358,0.4999,99.4573,0.9547,99.4347,0.6636,99.3353,1.8314,0.0824
99.4092,1.4171,99.5086,1.7915,99.4042,0.7675,99.3048,1.1269,1.0069
99.5474,1.4927,99.6469,0.9579,99.4958,0.4542,99.3963,1.6332,0.5345
99.3245,1.3154,99.4238,1.8156,99.296,1.1463,99.1967,1.9448,0.7041
99.2806,1.4646,99.3799,1.8166,99.185,0.7407,99.0858,1.0355,0.4081
99.2974,1.0029,99.3967,1.3436,99.2657,1.3655,99.1665,0.92,0.702
99.303,0.5045,99.4023,1.1849,99.0227,0.8259,98.9237,1.5471,0.1095
99.3464,0.5739,99.4457,1.8327,99.4013,0.8923,99.3019,1.9004,0.0
99.2587,0.556,99.3579,0.8045,99.2981,0.9854,99.1988,0.9286,0.3121
99.2614,0.8309,99.3606,1.5071,99.1692,0.7033,99.07,1.0103,0.2664
99.2681,1.4324,99.3673,1.1803,99.4946,1.1197,99.3951,0.896,0.659
99.3461,0.6666,99.4455,1.7284,99.3522,0.9816,99.2529,1.9136,0.7659
99.396,0.8939,99.4954,1.9751,99.232,1.4558,99.1328,1.195,0.3295
99.4305,1.3745,99.5299,1.8171,99.4865,0.6317,99.387,1.5491,0.9018
99.3759,1.3404,99.4753,1.9691,99.4092,0.8834,99.3098,0.8725,0.0
99.329,1.224,99.4284,1.4782,99.3705,0.8927,99.2712,1.1711,0.0
99.3023,1.2327,99.4016,1.4527,99.2469,1.3645,99.1476,1.4523,0.4111
99.3469,0.6621,99.4462,1.8213,99.3719,1.0129,99.2725,1.0482,0.0
99.2811,1.3288,99.3803,1.344,99.2648,1.1991,99.1655,0.9146,0.8533
99.3304,0.8356,99.4297,1.9799,99.3561,1.2893,99.2567,0.9919,0.0758
99.4975,1.1154,99.597,1.7084,99.2178,1.2245,99.1186,1.4118,0.0
99.5683,1.2919,99.6678,1.3245,99.4638,0.5363,99.3644,1.4773,1.0468
99.5244,1.4236,99.6239,1.314,99.7012,0.7645,99.6015,1.9727,0.7467
99.6417,1.3498,99.7413,1.1877,99.5105,0.9102,99.411,1.2981,0.7427
99.581,0.6083,99.6806,1.4574,99.4929,0.4264,99.3934,1.7171,0.3126
99.4228,1.039,99.5223,1.5507,99.3673,0.4569,99.2679,1.0532,0.3298
99.3727,1.0902,99.4721,1.4794,99.1791,1.0734,99.0799,1.4591,0.2584
99.2168,0.7003,99.316,1.0934,98.9181,0.5508,98.8192,1.8189,0.0
99.1561,0.5949,99.2552,1.8476,99.1261,1.217,99.027,1.5913,0.5546
99.1681,0.8476,99.2673,1.1144,99.1591,1.4774,99.06,1.7567,0.6871
99.3007,1.2348,99.4,1.1565,99.292,0.8692,99.1928,1.0231,0.2363
99.3294,0.5222,99.4287,1.6673,99.3055,0.6943,99.2062,1.7841,0.893
99.3108,1.2678,99.4101,1.712,99.2832,0.7839,99.1839,1.3446,0.356
99.3688,1.0545,99.4682,1.9687,99.5062,0.7603,99.4067,1.9078,0.2494
99.2098,1.0747,99.309,1.127,99.1644,0.7016,99.0653,0.9363,1.103
99.2409,0.5255,99.3402,1.2172,99.118,1.2391,99.0189,1.5296,0.5645
99.2969,1.1372,99.3962,1.0102,99.2284,0.9212,99.1292,1.5782,0.4362
99.1816,0.4311,99.2808,0.8179,99.2163,0.5423,99.1171,1.102,0.2287
99.2465,0.5518,99.3458,1.6081,99.4211,1.0558,99.3216,1.1534,0.0
99.3128,0.415,99.4121,0.8932,99.1991,0.8309,99.0999,0.9848,0.9133
99.2744,1.002,99.3737,1.0774,99.2302,0.7782,99.131,1.5368,0.0
99.3236,1.3469,99.4229,1.7039,99.3228,1.0087,99.2234,1.2348,0.7068
99.506,0.4432,99.6055,1.9856,99.3467,1.1308,99.2474,1.6174,0.2909
99.5255,0.4418,99.625,1.5266,99.5015,0.9333,99.402,0.9269,0.5994
99.5279,1.005,99.6274,1.2961,99.3468,0.48,99.2474,1.6569,0.2865
99.4757,1.1731,99.5751,1.5369,99.231,0.9613,99.1318,1.3205,0.0
99.4264,1.4354,99.5258,1.5066,99.4457,0.7423,99.3463,1.3396,0.5747
99.4985,1.2863,99.598,0.9939,99.4119,0.7221,99.3125,1.6154,0.7595
99.4298,0.5435,99.5292,1.7152,99.4373,0.4752,99.3378,0.8151,0.1732
99.4258,1.388,99.5252,1.4976,99.3894,0.787,99.29,1.0791,0.4647
99.3672,1.4908,99.4666,1.9799,99.225,1.0985,99.1258,1.3314,1.2406
99.4191,0.9403,99.5185,1.619,99.3911,0.5117,99.2917,1.194,0.3761
99.4706,1.2633,99.57,1.3826,99.2955,0.769,99.1962,0.8988,0.0
99.5384,1.0053,99.638,1.1255,99.6729,1.0764,99.5732,1.9726,0.3241
99.4956,0.9204,99.595,1.9623,99.2941,1.249,99.1948,1.8779,0.2975
99.4618,0.7671,99.5613,1.9904,99.428,0.5131,99.3285,0.8636,0.7932
99.388,1.2538,99.4874,1.4421,99.2268,1.2772,99.1275,1.515,0.6369
99.3762,0.746,99.4756,1.4733,99.3952,0.9869,99.2958,1.7881,0.3818
99.3961,1.2397,99.4955,0.9197,99.3058,1.2545,99.2065,1.2457,0.4985
99.4621,0.4433,99.5615,1.2359,99.3563,1.0717,99.257,0.9431,0.4655
99.3733,0.7627,99.4727,1.2689,99.4693,1.2149,99.3699,1.5218,0.5359
99.4508,1.1388,99.5502,1.267,99.432,0.9366,99.3326,1.9878,0.2609
99.5421,0.721,99.6416,1.7181,99.6038,1.2404,99.5042,1.1509,0.0
99.5957,0.4895,99.6953,0.8137,99.4253,0.8702,99.3259,1.2924,0.3937
99.7333,0.6821,99.8331,1.8695,99.5313,0.9402,99.4318,1.519,0.5026
99.6721,0.5052,99.7718,1.2595,99.6546,1.4386,99.555,1.5074,0.8213
99.5818,1.4015,99.6814,1.1288,99.5208,0.9556,99.4213,1.9504,0.0
99.4525,0.5896,99.5519,1.6636,99.4972,1.0759,99.3977,1.6156,0.0
99.5329,1.1526,99.6324,1.0587,99.5064,0.8616,99.4069,1.0258,0.0237
99.6195,0.4091,99.7191,1.9641,99.6056,0.8749,99.506,1.9632,0.4906
99.5911,0.6211,99.6907,1.7481,99.3929,1.2621,99.2936,0.9351,0.027
99.6203,1.4033,99.7199,1.0336,99.8192,1.0743,99.7194,1.9828,0.1373
99.5113,0.6072,99.6108,1.4006,99.5087,1.2726,99.4092,0.9802,0.2952
99.7195,1.1257,99.8192,1.1883,99.795,0.7753,99.6952,1.5943,0.8752
99.7389,0.5715,99.8386,1.7479,99.6149,0.4707,99.5152,1.0329,0.3497
99.7275,1.1218,99.8273,1.8259,99.7753,0.6779,99.6755,1.1926,0.0
99.8052,1.2923,99.905,1.7284,99.6024,0.5598,99.5028,1.3566,0.4658
99.8633,1.2523,99.9631,1.2048,99.8864,1.0964,99.7865,0.8603,0.0235
99.8442,1.3136,99.9441,1.2265,99.8109,0.7097,99.7111,1.8091,0.5178
99.8106,0.4552,99.9104,1.2759,99.7906,0.807,99.6908,1.1418,0.4694
99.8324,0.4703,99.9322,1.6576,99.8831,0.98,99.7832,1.881,0.5138
99.994,0.7442,100.094,1.489,99.8175,0.9508,99.7176,1.3875,0.0
100.0839,1.2313,100.1839,1.3416,99.9846,1.4544,99.8846,1.113,0.3256
100.2068,1.151,100.307,1.9289,100.2735,1.1298,100.1733,1.8455,0.2398
100.1659,1.0601,100.2661,0.9875,100.4289,0.9891,100.3285,1.0765,0.775
100.0827,1.2181,100.1828,1.4337,100.0629,0.8524,99.9628,1.1226,0.6879
100.0778,0.6354,100.1779,1.9665,100.1237,0.5571,100.0235,0.9214,0.5174
100.1038,0.5234,100.2039,1.4878,100.0413,1.2591,99.9412,1.24,0.382
100.2011,0.5655,100.3013,1.3592,100.4106,1.1469,100.3102,1.7987,0.5314
100.0627,0.9046,100.1628,1.5123,99.8122,0.6941,99.7124,1.5751,0.4551
100.1793,0.6773,100.2794,1.9459,100.1387,0.9317,100.0386,1.198,0.7418
